sku_id,stock_on_hand,reorder_point,safety_stock,avg_weekly_demand,forecast_6w_units,sku_name,category,unit_price,cost_price,weeks_cover,stockout_risk,overstock_ratio,overstock_risk,action,sales_at_risk,capital_locked
SKU01570,395,202,92,0.25,2.62158203125,GoldenHarvest Ice Cream 500g,Frozen Foods,760.34,605.14,1580.0,0.0,149.67237846898863,1.0,Markdown / Clear,0.0,237443.87584960938
SKU01572,199,69,14,0.25,1.310791015625,NutriPlus Mobile Accessories 500g,Electronics & Accessories,1183.62,931.63,796.0,0.0,150.8167256472341,1.0,Markdown / Clear,0.0,184173.19776611327
SKU01575,254,226,77,0.375,5.397216796875,FreshFarm Frozen Meat 1L,Frozen Foods,500.0,339.34,677.3333333333334,0.0,46.061292803184514,1.0,Markdown / Clear,0.0,84360.86845214842
SKU01576,25,97,47,0.5,7.1962890625,QuickBite Kids Wear 1L,Apparel & Footwear,709.54,471.58,50.0,0.0,2.474012756140589,1.0,Markdown / Clear,0.0,8395.87400390625
SKU01585,261,135,43,0.125,0.700439453125,SunriseFoods Cookware 2kg,Home & Kitchen,1147.66,846.09,2088.0,0.0,371.6232136632973,1.0,Markdown / Clear,0.0,220236.85518310548
SKU01590,438,399,129,0.5,2.8017578125,HomeStyle Chocolates 250g,Snacks & Confectionery,92.68,64.45,876.0,0.0,155.33042872080864,1.0,Markdown / Clear,0.0,28048.526708984376
SKU01596,311,254,102,0.125,1.799072265625,GreenValley Office Supplies 1kg,Stationery & Office,251.23,193.1,2488.0,0.0,171.86687474555572,1.0,Markdown / Clear,0.0,59706.69914550781
SKU01601,127,81,39,1.0,7.49853515625,GreenValley Office Supplies 2L,Stationery & Office,137.22,99.46,127.0,0.0,15.93664127108159,1.0,Markdown / Clear,0.0,11885.615693359374
SKU01608,416,226,79,0.375,0.700439453125,SparkleClean First Aid 500ml,Health & Wellness,171.7,106.28,1109.3333333333333,0.0,592.9128616242593,1.0,Markdown / Clear,0.0,44138.03729492187
SKU01610,264,120,28,0.75,11.57568359375,FreshFarm Ready Meals 500ml,Frozen Foods,579.62,399.28,352.0,0.0,21.806428481039354,1.0,Markdown / Clear,0.0,100787.9810546875
SKU01618,233,82,23,0.125,1.310791015625,NatureBlend Surface Cleaners 2kg,Home Care,283.48,182.79,1864.0,0.0,176.75526168746507,1.0,Markdown / Clear,0.0,42350.4705102539
SKU01619,315,239,73,0.375,2.101318359375,CleanWave Flour & Atta 2L,Grocery,237.98,150.52,840.0,0.0,148.90589055420006,1.0,Markdown / Clear,0.0,47097.50956054688
SKU01628,179,142,48,0.75,1.310791015625,PremiumSelect Bottled Water 500ml,Beverages,156.18,101.09,238.66666666666666,0.0,135.55876327062768,1.0,Markdown / Clear,0.0,17962.60213623047
SKU01631,236,111,40,0.25,2.62158203125,GreenValley Sugar & Salt 250g,Grocery,301.59,203.02,944.0,0.0,89.02197802197803,1.0,Markdown / Clear,0.0,47380.48641601563
SKU01632,199,213,79,0.125,0.700439453125,NatureBlend Skin Care Pack of 12,Personal Care,354.51,274.81,1592.0,0.0,283.1073544789125,1.0,Markdown / Clear,0.0,54494.70223388672
SKU01652,47,102,42,0.625,8.995361328125,BasicNeeds Laundry 1L,Home Care,193.07,117.33,75.2,0.0,4.224915185235446,1.0,Markdown / Clear,0.0,4459.084255371094
SKU01657,282,173,53,0.125,1.310791015625,HealthFirst Cooking Oil 1L,Grocery,230.15,182.07,2256.0,0.0,214.13726951015087,1.0,Markdown / Clear,0.0,51105.08427978515
SKU01660,228,163,50,0.25,2.62158203125,EverydayPlus Office Supplies Large,Stationery & Office,138.0,78.7,912.0,0.0,85.97038554665673,1.0,Markdown / Clear,0.0,17737.281494140625
SKU01671,255,219,92,0.375,6.569091796875,SparkleClean Eggs Family Pack,Dairy & Bakery,102.7,60.6,680.0,0.0,37.81815141041365,1.0,Markdown / Clear,0.0,15054.913037109376
SKU01673,85,53,19,0.5,5.7802734375,EliteHome Yogurt 500g,Dairy & Bakery,150.17,111.24,170.0,0.0,13.705186686940362,1.0,Markdown / Clear,0.0,8812.4023828125
SKU01677,189,1398,498,0.75,5.566459116114781,ValueChoice Tea Pack of 6,Beverages,127.3,74.18,252.0,0.0,32.95336174352723,1.0,Markdown / Clear,0.0,13607.100062766607
SKU01679,279,166,65,0.375,0.700439453125,NutriPlus First Aid 2kg,Health & Wellness,1739.03,1157.07,744.0,0.0,397.32136632973163,1.0,Markdown / Clear,0.0,322012.07252197264
SKU01681,76,158,54,0.5,2.62158203125,ValueChoice Bath & Body 2kg,Personal Care,544.45,370.14,152.0,0.0,27.990128515552243,1.0,Markdown / Clear,0.0,27160.287626953123
SKU01682,336,235,72,0.75,5.397216796875,EliteHome Notebooks Medium,Stationery & Office,254.03,178.16,448.0,0.0,61.25430859003935,1.0,Markdown / Clear,0.0,58900.19185546875
SKU01685,202,1201,417,0.375,2.101318359375,FamilyChoice Skin Care Large,Personal Care,135.27,77.19,538.6666666666666,0.0,95.13012664110607,1.0,Markdown / Clear,0.0,15430.179235839843
SKU01688,17,54,16,0.25,3.10986328125,FamilyChoice Milk 250ml,Dairy & Bakery,158.65,100.64,68.0,0.0,4.466478254043021,1.0,Markdown / Clear,0.0,1397.903359375
SKU01690,187,112,30,1.0,9.175537109375,FreshFarm Ready Meals 250g,Frozen Foods,721.65,397.68,187.0,0.0,19.380278317324322,1.0,Markdown / Clear,0.0,70717.23240234375
SKU01694,209,81,18,0.375,3.59814453125,NovaFresh Storage & Containers Medium,Home & Kitchen,985.32,544.09,557.3333333333334,0.0,57.08549328267065,1.0,Markdown / Clear,0.0,111757.0955419922
SKU01699,162,174,61,0.125,0.700439453125,ZestyCo Frozen Meat 500g,Frozen Foods,228.35,139.46,1296.0,0.0,230.28337399790868,1.0,Markdown / Clear,0.0,22494.83671386719
SKU01714,99,119,34,0.875,5.397216796875,GoldenHarvest Oral Care 100g,Personal Care,336.72,190.75,113.14285714285714,0.0,17.34278735242231,1.0,Markdown / Clear,0.0,17854.730895996094
SKU01719,287,97,33,0.125,1.310791015625,DailyBest Spices & Seasoning Medium,Grocery,460.32,349.47,2296.0,0.0,217.95176010430248,1.0,Markdown / Clear,0.0,99839.80786376954
SKU01723,254,107,38,0.125,1.799072265625,NovaFresh OTC Medicine 2kg,Health & Wellness,156.57,104.86,2032.0,0.0,140.18387840955353,1.0,Markdown / Clear,0.0,26445.789282226564
SKU01724,91,34,10,0.25,3.59814453125,GoldenHarvest Notebooks 500ml,Stationery & Office,291.92,215.0,364.0,0.0,24.290812864703486,1.0,Markdown / Clear,0.0,18791.39892578125
SKU01725,148,147,46,0.625,7.1962890625,EliteHome Oral Care 250ml,Personal Care,237.47,182.13,236.8,0.0,19.566155516352286,1.0,Markdown / Clear,0.0,25644.579873046874
SKU01730,131,88,27,0.25,0.700439453125,PremiumSelect Tea 500g,Beverages,100.9,65.19,524.0,0.0,186.02544440571629,1.0,Markdown / Clear,0.0,8494.22835205078
SKU01731,102,50,24,0.75,3.502197265625,CrispKing Hair Care Pack of 12,Personal Care,224.15,139.96,136.0,0.0,28.12457302195887,1.0,Markdown / Clear,0.0,13785.752470703126
SKU01734,462,221,91,0.125,2.189697265625,EliteHome Cookware 2kg,Home & Kitchen,2832.13,2074.54,3696.0,0.0,209.98807001895418,1.0,Markdown / Clear,0.0,953894.8654345702
SKU01739,158,99,49,0.125,0.700439453125,FamilyChoice Rice & Grains Large,Grocery,501.28,335.99,1264.0,0.0,224.57267340536774,1.0,Markdown / Clear,0.0,52851.079348144536
SKU01740,146,109,45,0.125,2.189697265625,PurePlus Pest Control Medium,Home Care,535.95,324.61,1168.0,0.0,65.67588359906344,1.0,Markdown / Clear,0.0,46682.26237060547
SKU01743,221,84,23,0.375,1.799072265625,HomeStyle Cookware 250g,Home & Kitchen,1398.86,953.78,589.3333333333334,0.0,121.84109105713122,1.0,Markdown / Clear,0.0,209069.46085449218
SKU01746,369,185,47,0.125,1.310791015625,PureLife Home Decor Pack of 12,Home & Kitchen,1073.45,630.2,2952.0,0.0,280.5094058483889,1.0,Markdown / Clear,0.0,231717.73950195315
SKU01751,170,1522,500,0.5,4.6328125,SmartBuy Frozen Vegetables Family Pack,Frozen Foods,459.81,304.45,340.0,0.0,35.694772344013494,1.0,Markdown / Clear,0.0,50346.040234374996
SKU01754,7380,1605,580,0.25,4.37939453125,EverydayPlus Chocolates 250g,Snacks & Confectionery,85.71,51.7,29520.0,0.0,1684.1644553461924,1.0,Markdown / Clear,0.0,381319.5853027344
SKU01756,872,408,159,0.875,3.502197265625,EverydayPlus Chips & Crisps 500g,Snacks & Confectionery,147.79,108.83,996.5714285714286,0.0,247.98654583478563,1.0,Markdown / Clear,0.0,94518.61587158203
SKU01760,117,119,46,0.625,2.189697265625,PrimeCare Office Supplies 500g,Stationery & Office,257.59,176.48,187.2,0.0,52.43204370609878,1.0,Markdown / Clear,0.0,20261.7222265625
SKU01764,322,114,47,0.375,5.397216796875,ValueChoice Footwear Family Pack,Apparel & Footwear,2017.27,1173.71,858.6666666666666,0.0,58.66037906545438,1.0,Markdown / Clear,0.0,371599.85267333983
SKU01768,157,75,24,0.125,0.700439453125,PureLife Laundry Pack of 6,Home Care,361.67,210.55,1256.0,0.0,223.1449982572325,1.0,Markdown / Clear,0.0,32908.87247314453
SKU01774,240,144,45,0.625,4.420654296875,UrbanBite Air Fresheners Pack of 6,Home Care,129.33,77.17,384.0,0.0,53.290605843044126,1.0,Markdown / Clear,0.0,18179.658107910156
SKU01776,362,152,60,0.375,6.569091796875,SunriseFoods Soft Drinks Pack of 6,Beverages,149.32,90.22,965.3333333333334,0.0,54.106552198312706,1.0,Markdown / Clear,0.0,32066.976538085935
SKU01778,201,133,45,0.75,4.5107421875,ZestyCo Juices Medium,Beverages,125.27,86.33,268.0,0.0,43.56029443602512,1.0,Markdown / Clear,0.0,16962.917626953124
SKU01788,165,88,38,0.25,3.59814453125,NutriPlus Frozen Meat 1L,Frozen Foods,627.45,365.29,660.0,0.0,44.85696838105577,1.0,Markdown / Clear,0.0,58958.48378417969
SKU01790,5176,1228,453,0.25,2.62158203125,HealthFirst Candy 250ml,Snacks & Confectionery,128.94,101.51,20704.0,0.0,1973.380331532874,1.0,Markdown / Clear,0.0,525149.6432080078
SKU01794,74,88,31,0.625,2.101318359375,PurePlus Cooking Oil Medium,Grocery,397.99,275.65,118.4,0.0,34.21598698733589,1.0,Markdown / Clear,0.0,19818.87159423828
SKU01798,221,110,30,0.25,4.37939453125,CityFresh Writing Instruments 100g,Stationery & Office,146.72,96.84,884.0,0.0,49.46359683353774,1.0,Markdown / Clear,0.0,20977.53943359375
SKU01804,233,171,55,0.875,4.37939453125,TrueTaste Pest Control Small,Home Care,220.92,148.59,266.2857142857143,0.0,52.20370163897871,1.0,Markdown / Clear,0.0,33970.73576660157
SKU01810,220,175,60,0.5,6.09765625,QuickBite Chocolates Medium,Snacks & Confectionery,129.49,101.5,440.0,0.0,35.07943625880846,1.0,Markdown / Clear,0.0,21711.087890625
SKU01811,65,49,20,0.625,1.799072265625,SmartBuy Cookware 250g,Home & Kitchen,1351.94,865.14,104.0,0.0,35.12973266386213,1.0,Markdown / Clear,0.0,54677.65062011719
SKU01815,44,91,24,0.75,1.310791015625,GoldenHarvest Men's Wear 2L,Apparel & Footwear,1240.67,931.93,58.666666666666664,0.0,32.56751722853418,1.0,Markdown / Clear,0.0,39783.354528808595
SKU01817,436,215,58,0.5,2.8017578125,NutriPlus Men's Grooming Small,Personal Care,321.17,199.48,872.0,0.0,154.61659114674103,1.0,Markdown / Clear,0.0,86414.3853515625
SKU01821,87,61,23,0.625,3.502197265625,PureLife Men's Wear Pack of 12,Apparel & Footwear,2543.99,1468.0,139.2,0.0,23.841547577553154,1.0,Markdown / Clear,0.0,122574.7744140625
SKU01823,216,139,58,0.5,1.40087890625,EliteHome Mobile Accessories 1L,Electronics & Accessories,1248.39,928.4,432.0,0.0,153.18891599860578,1.0,Markdown / Clear,0.0,199233.82402343748
SKU01824,164,59,12,0.25,0.700439453125,PurePlus Bath & Body Family Pack,Personal Care,324.93,215.83,656.0,0.0,233.13872429417916,1.0,Markdown / Clear,0.0,35244.94415283203
SKU01829,145,112,52,1.125,9.75390625,NatureBlend Flour & Atta 250g,Grocery,385.77,256.67,128.88888888888889,0.0,13.86583900680817,1.0,Markdown / Clear,0.0,34713.6148828125
SKU01832,313,124,45,0.125,0.700439453125,GreenValley First Aid 1kg,Health & Wellness,193.39,119.36,2504.0,0.0,445.86232136632975,1.0,Markdown / Clear,0.0,37276.075546875
SKU01835,244,165,50,0.625,7.1962890625,PureLife OTC Medicine Large,Health & Wellness,1074.02,674.0,390.4,0.0,32.906364499932145,1.0,Markdown / Clear,0.0,159605.701171875
SKU01836,126,67,26,1.75,11.616943359375,NatureBlend Footwear 500ml,Apparel & Footwear,1656.58,945.28,72.0,0.0,9.846226593531304,1.0,Markdown / Clear,0.0,108124.01578125
SKU01837,120,126,44,0.375,2.101318359375,EverydayPlus Kids Wear 100g,Apparel & Footwear,1716.89,1105.91,320.0,0.0,56.10700592540955,1.0,Markdown / Clear,0.0,130385.3310131836
SKU01838,374,164,67,0.25,2.62158203125,SmartBuy Namkeen Large,Snacks & Confectionery,125.59,86.43,1496.0,0.0,141.66194822127025,1.0,Markdown / Clear,0.0,32098.236665039065
SKU01840,344,163,50,0.5,7.1962890625,EliteHome Notebooks Pack of 6,Stationery & Office,117.69,75.55,688.0,0.0,46.802415524494506,1.0,Markdown / Clear,0.0,25445.520361328123
SKU01847,92,45,15,0.25,1.40087890625,PurePlus Frozen Meat 100g,Frozen Foods,723.74,457.02,368.0,0.0,64.67305681422098,1.0,Markdown / Clear,0.0,41405.610322265624
SKU01856,295,161,41,0.375,2.101318359375,EliteHome Soft Drinks 500g,Beverages,195.51,128.08,786.6666666666666,0.0,139.38805623329847,1.0,Markdown / Clear,0.0,37514.463144531255
SKU01860,28,67,33,0.125,0.700439453125,PurePlus OTC Medicine Pack of 12,Health & Wellness,211.67,148.23,224.0,0.0,38.97490414778669,1.0,Markdown / Clear,0.0,4046.613859863281
SKU01863,5913,1353,501,0.375,1.799072265625,NutriPlus Coffee 2kg,Beverages,56.57,35.08,15768.0,0.0,3285.6939883294885,1.0,Markdown / Clear,0.0,207364.92854492186
SKU01864,130,59,27,0.125,0.700439453125,QuickBite Writing Instruments 2L,Stationery & Office,228.71,170.38,1040.0,0.0,184.59776925758104,1.0,Markdown / Clear,0.0,22030.05912597656
SKU01870,152,94,26,0.75,3.10986328125,PremiumSelect Dishwashing Medium,Home Care,226.16,158.21,202.66666666666666,0.0,47.87674674203171,1.0,Markdown / Clear,0.0,23555.90853027344
SKU01872,157,91,36,0.125,1.799072265625,TrueTaste OTC Medicine 2kg,Health & Wellness,577.52,338.12,1256.0,0.0,86.26720043425159,1.0,Markdown / Clear,0.0,52476.53768554688
SKU01876,95,83,38,0.25,2.62158203125,NovaFresh Pest Control 1L,Home Care,282.4,223.6,380.0,0.0,35.237660644440304,1.0,Markdown / Clear,0.0,20655.8142578125
SKU01885,193,224,77,0.25,3.10986328125,EverydayPlus Office Supplies 1kg,Stationery & Office,307.39,173.51,772.0,0.0,61.06060606060606,1.0,Markdown / Clear,0.0,32947.837622070314
SKU01897,356,157,60,0.375,4.298583984375,QuickBite Surface Cleaners 1L,Home Care,492.22,323.03,949.3333333333334,0.0,81.81797012551826,1.0,Markdown / Clear,0.0,113610.10841552733
SKU01900,701,355,128,0.375,6.569091796875,PremiumSelect First Aid 500g,Health & Wellness,330.24,234.38,1869.3333333333333,0.0,105.71185936745086,1.0,Markdown / Clear,0.0,162760.71626464842
SKU01902,291,191,66,1.5,6.03369140625,FamilyChoice Butter & Ghee Medium,Dairy & Bakery,65.43,44.77,194.0,0.0,47.22918184025249,1.0,Markdown / Clear,0.0,12757.941635742189
SKU01904,165,85,34,0.125,1.310791015625,UrbanBite Notebooks Medium,Stationery & Office,280.72,205.69,1320.0,0.0,124.87818960700316,1.0,Markdown / Clear,0.0,33669.233395996096
SKU01916,324,160,61,0.375,2.62158203125,GreenValley Frozen Meat 500g,Frozen Foods,572.96,391.3,864.0,0.0,122.5894952505122,1.0,Markdown / Clear,0.0,125755.37495117188
SKU01922,62,26,10,0.125,1.310791015625,FamilyChoice OTC Medicine 1kg,Health & Wellness,810.44,614.73,496.0,0.0,46.29968336747998,1.0,Markdown / Clear,0.0,37307.477438964845
SKU01927,21,22,9,0.375,3.932373046875,TrueTaste Pest Control Small,Home Care,234.12,130.86,56.0,0.0,4.340286831812255,1.0,Markdown / Clear,0.0,2233.4696630859376
SKU01933,104,152,52,0.125,0.700439453125,HealthFirst Eggs 2L,Dairy & Bakery,226.4,166.55,832.0,0.0,147.47821540606483,1.0,Markdown / Clear,0.0,17204.54180908203
SKU01937,239,105,32,1.375,8.580322265625,BasicNeeds Batteries Family Pack,Electronics & Accessories,1685.23,1286.62,173.8181818181818,0.0,26.854431640347133,1.0,Markdown / Clear,0.0,296462.56576660153
SKU01942,208,147,43,0.375,1.310791015625,SoftTouch Butter & Ghee 1L,Dairy & Bakery,85.64,59.78,554.6666666666666,0.0,157.68280871670703,1.0,Markdown / Clear,0.0,12355.880913085937
SKU01948,148,99,40,0.25,1.799072265625,GoldenHarvest Cookware Small,Home & Kitchen,1592.06,1248.7,592.0,0.0,81.26462206540914,1.0,Markdown / Clear,0.0,182561.09846191408
SKU01953,288,149,65,1.25,8.8994140625,UrbanBite Namkeen 250ml,Snacks & Confectionery,309.85,245.97,230.4,0.0,31.361681114890814,1.0,Markdown / Clear,0.0,68650.37112304688
SKU01956,148,64,28,0.5,3.59814453125,PremiumSelect Butter & Ghee Small,Dairy & Bakery,260.31,159.3,296.0,0.0,40.13231103270457,1.0,Markdown / Clear,0.0,23003.215576171875
SKU01962,403,287,110,0.625,6.553955078125,PurePlus Small Appliances 500g,Electronics & Accessories,1750.03,1143.12,644.8,0.0,60.48958837772397,1.0,Markdown / Clear,0.0,453185.4028710937
SKU01963,295,182,78,0.125,1.310791015625,NatureBlend Home Decor 250ml,Home & Kitchen,522.2,405.77,2360.0,0.0,224.05494505494505,1.0,Markdown / Clear,0.0,119170.27032958984
SKU01966,158,88,25,0.25,2.62158203125,EliteHome Candy Small,Snacks & Confectionery,110.6,87.1,632.0,0.0,59.26895138759546,1.0,Markdown / Clear,0.0,13533.460205078125
SKU01967,280,166,61,0.375,3.932373046875,GoldenHarvest Writing Instruments 1L,Stationery & Office,206.98,157.43,746.6666666666666,0.0,70.2038244241634,1.0,Markdown / Clear,0.0,43461.32651123047
SKU01974,135,108,35,0.125,2.189697265625,PrimeCare First Aid 1kg,Health & Wellness,998.87,609.91,1080.0,0.0,60.652358122421674,1.0,Markdown / Clear,0.0,81002.33174072266
SKU01982,236,123,32,1.25,6.7080078125,FamilyChoice Office Supplies 250ml,Stationery & Office,88.35,63.53,188.8,0.0,34.181831416508956,1.0,Markdown / Clear,0.0,14566.920263671875
SKU01988,44,1077,384,0.75,10.20849609375,FreshFarm Sugar & Salt Pack of 12,Grocery,331.12,186.02,58.666666666666664,0.0,3.3101353613622235,1.0,Markdown / Clear,0.0,6285.895556640626
SKU01989,421,183,64,0.125,1.310791015625,EliteHome Frozen Vegetables 500g,Frozen Foods,367.67,222.28,3368.0,0.0,320.18010802756567,1.0,Markdown / Clear,0.0,93288.51737304688
SKU01990,44,35,15,0.5,3.932373046875,UrbanBite Hair Care Small,Personal Care,161.94,114.87,88.0,0.0,10.189172409511393,1.0,Markdown / Clear,0.0,4602.5683081054685
SKU02001,293,124,27,0.125,1.799072265625,GreenValley Bread 1kg,Dairy & Bakery,79.68,49.09,2344.0,0.0,161.86171800787082,1.0,Markdown / Clear,0.0,14295.05354248047
SKU02002,76,32,15,0.5,2.711669921875,MetroBrand Butter & Ghee 1L,Dairy & Bakery,251.48,194.29,152.0,0.0,27.027009993697668,1.0,Markdown / Clear,0.0,14239.189650878905
SKU02007,409,218,92,0.125,1.310791015625,FamilyChoice Air Fresheners 2kg,Home Care,237.34,142.46,3272.0,0.0,311.0253306016018,1.0,Markdown / Clear,0.0,58079.40471191407
SKU02021,122,138,50,0.625,10.069580078125,PureLife Sugar & Salt 2L,Grocery,296.61,175.75,195.2,0.0,11.115698872590617,1.0,Markdown / Clear,0.0,19671.77130126953
SKU02024,147,99,26,1.25,5.397216796875,SunriseFoods Women's Wear 500g,Apparel & Footwear,1610.6,899.92,117.6,0.0,26.236260008142217,1.0,Markdown / Clear,0.0,127431.17666015624
SKU02028,211,114,31,0.25,4.37939453125,CleanWave Air Fresheners 1L,Home Care,349.07,236.24,844.0,0.0,47.18017616233694,1.0,Markdown / Clear,0.0,48812.0518359375
SKU02030,222,187,66,0.25,1.310791015625,SparkleClean Dishwashing Pack of 6,Home Care,339.2,251.36,888.0,0.0,168.36338238033153,1.0,Markdown / Clear,0.0,55472.439570312505
SKU02033,46,87,36,0.25,3.59814453125,PurePlus Vitamins & Supplements 2L,Health & Wellness,939.05,656.42,184.0,0.0,11.784366942597368,1.0,Markdown / Clear,0.0,27833.425966796873
SKU02037,143,133,49,0.125,2.189697265625,GreenValley Butter & Ghee 250ml,Dairy & Bakery,223.51,145.73,1144.0,0.0,64.30583119634296,1.0,Markdown / Clear,0.0,20520.285417480467
SKU02040,99,214,87,0.375,2.62158203125,CityFresh Vitamins & Supplements 250g,Health & Wellness,1563.18,1157.98,264.0,0.0,36.76345688210095,1.0,Markdown / Clear,0.0,111604.28043945313
SKU02047,362,177,64,0.625,8.995361328125,NovaFresh Cheese Pack of 6,Dairy & Bakery,319.7,218.63,579.2,0.0,39.24296376713258,1.0,Markdown / Clear,0.0,77177.40415283202
SKU02050,90,177,59,0.625,2.8017578125,UrbanBite Chocolates 500ml,Snacks & Confectionery,90.73,60.97,144.0,0.0,31.122690833042874,1.0,Markdown / Clear,0.0,5316.476826171875
SKU02056,105,41,13,0.25,1.40087890625,PremiumSelect Kids Wear 2kg,Apparel & Footwear,1399.72,878.95,420.0,0.0,73.95294527710003,1.0,Markdown / Clear,0.0,91058.44748535157
SKU02062,63,39,9,0.25,1.40087890625,CityFresh Men's Wear 500ml,Apparel & Footwear,1854.01,1133.64,252.0,0.0,43.97176716626002,1.0,Markdown / Clear,0.0,69831.22763671876
SKU02068,53,1048,398,0.625,1.310791015625,SoftTouch Notebooks 1kg,Stationery & Office,249.89,149.93,84.8,0.0,39.43360029800708,1.0,Markdown / Clear,0.0,7749.763103027344
SKU02071,365,285,129,0.75,5.397216796875,NutriPlus Writing Instruments 1kg,Stationery & Office,179.94,141.8,486.6666666666667,0.0,66.6274483195368,1.0,Markdown / Clear,0.0,50991.67465820313
SKU02077,4,31,13,0.75,0.700439453125,CrispKing Cookware Medium,Home & Kitchen,448.21,336.6,5.333333333333333,0.0,4.710700592540955,1.0,Markdown / Clear,0.0,1110.632080078125
SKU02082,73,97,34,0.625,1.310791015625,TrueTaste Spices & Seasoning Pack of 6,Grocery,218.25,140.63,116.8,0.0,54.69156267461352,1.0,Markdown / Clear,0.0,10081.653459472656
SKU02084,239,126,34,0.25,1.40087890625,SoftTouch Bottled Water 2L,Beverages,118.48,82.36,956.0,0.0,169.60718020216103,1.0,Markdown / Clear,0.0,19568.66361328125
SKU02087,159,170,67,0.375,5.397216796875,MetroBrand Candy Medium,Snacks & Confectionery,62.98,34.88,424.0,0.0,28.459628172072193,1.0,Markdown / Clear,0.0,5357.665078125
SKU02088,43,1288,460,1.25,8.3681640625,PremiumSelect Cheese 500g,Dairy & Bakery,69.31,53.42,34.4,0.0,4.138522581398063,1.0,Markdown / Clear,0.0,1850.03267578125
SKU02091,557,288,99,0.5,2.8017578125,CrispKing Chocolates 250g,Snacks & Confectionery,50.34,28.48,1114.0,0.0,197.803764377832,1.0,Markdown / Clear,0.0,15783.5659375
SKU02094,4523,1048,360,0.125,2.189697265625,CleanWave Juices Pack of 6,Beverages,242.58,192.47,36184.0,0.0,2064.582339168246,1.0,Markdown / Clear,0.0,870120.3589672851
SKU02100,469,199,64,0.5,1.40087890625,PurePlus Air Fresheners 250ml,Home Care,358.76,254.73,938.0,0.0,333.7898222377135,1.0,Markdown / Clear,0.0,119111.52411621093
SKU02105,218,178,62,0.75,3.322021484375,CityFresh Cheese Pack of 6,Dairy & Bakery,149.15,107.64,290.6666666666667,0.0,64.62269420151392,1.0,Markdown / Clear,0.0,23107.937607421874
SKU02106,44,81,27,0.125,1.799072265625,NovaFresh Small Appliances Large,Electronics & Accessories,478.22,331.79,352.0,0.0,23.457049803229747,1.0,Markdown / Clear,0.0,14001.845812988282
SKU02107,345,264,85,0.75,6.39990234375,NatureBlend Footwear 1kg,Apparel & Footwear,810.91,570.51,460.0,0.0,52.90707255664912,1.0,Markdown / Clear,0.0,193174.74171386717
SKU02109,49,204,84,0.5,4.291015625,PurePlus Rice & Grains Medium,Grocery,420.37,329.43,98.0,0.0,10.419208010923986,1.0,Markdown / Clear,0.0,14728.48072265625
SKU02112,8479,1789,579,0.625,1.40087890625,FreshFarm Notebooks 1L,Stationery & Office,164.09,123.35,13566.4,0.0,6051.628790519345,1.0,Markdown / Clear,0.0,1045711.851586914
SKU02114,6008,1508,523,0.125,0.700439453125,QuickBite Ready Meals 1L,Frozen Foods,712.38,473.75,48064.0,0.0,8576.472289996515,1.0,Markdown / Clear,0.0,2845958.166809082
SKU02130,160,225,74,0.5,7.8798828125,EverydayPlus Batteries 100g,Electronics & Accessories,749.78,547.31,320.0,0.0,19.304870492006444,1.0,Markdown / Clear,0.0,83256.86133789062
SKU02131,173,84,31,0.5,3.59814453125,PureLife Kids Wear 250g,Apparel & Footwear,1106.07,660.7,346.0,0.0,47.08033654498575,1.0,Markdown / Clear,0.0,111923.80590820314
SKU02133,56,41,13,0.5,2.8017578125,TrueTaste Eggs 1L,Dairy & Bakery,212.7,124.31,112.0,0.0,18.987452073893344,1.0,Markdown / Clear,0.0,6613.073486328125
SKU02134,116,60,17,0.75,4.81298828125,UrbanBite Men's Wear Family Pack,Apparel & Footwear,658.37,501.25,154.66666666666666,0.0,23.10145074566298,1.0,Markdown / Clear,0.0,55732.48962402344
SKU02135,144,79,17,0.125,1.799072265625,HealthFirst Mobile Accessories 1kg,Electronics & Accessories,1205.61,886.88,1152.0,0.0,79.04125390147917,1.0,Markdown / Clear,0.0,126115.1587890625
SKU02138,175,131,51,0.5,5.2431640625,QuickBite Men's Wear 2kg,Apparel & Footwear,799.69,607.05,350.0,0.0,32.3767926988266,1.0,Markdown / Clear,0.0,103050.88725585937
SKU02141,208,1143,415,5.375,24.09863031278287,PureLife Bath & Body Family Pack,Personal Care,471.88,351.16,38.69767441860465,0.0,7.63119593521747,1.0,Markdown / Clear,0.0,64578.80497936317
SKU02146,13,67,29,0.25,2.189697265625,ZestyCo Women's Wear 1kg,Apparel & Footwear,2331.97,1456.76,52.0,0.0,4.936893745122087,1.0,Markdown / Clear,0.0,15748.016611328125
SKU02147,99,91,25,0.125,1.310791015625,TrueTaste Biscuits & Cookies 500ml,Snacks & Confectionery,136.69,88.13,792.0,0.0,74.5269137642019,1.0,Markdown / Clear,0.0,8609.349987792968
SKU02153,351,159,47,0.25,1.799072265625,FreshFarm Ready Meals Pack of 6,Frozen Foods,676.92,397.82,1404.0,0.0,194.10055638485548,1.0,Markdown / Clear,0.0,138919.11307128906
SKU02154,481,330,111,0.25,2.62158203125,SparkleClean Cookware Family Pack,Home & Kitchen,1876.53,1217.23,1924.0,0.0,182.4769975786925,1.0,Markdown / Clear,0.0,582296.5617041016
SKU02160,137,47,14,0.25,3.10986328125,PrimeCare Frozen Meat 250ml,Frozen Foods,305.2,202.78,548.0,0.0,43.05338357669964,1.0,Markdown / Clear,0.0,27150.241923828125
